Set	a	b	c	d	e	rs	rp
Set20000	0.33624091088123187	0.03036836848024793	0.15202977403919393	0.05310882444214304	0.2449909768712889	0.9999999999999998	0.9853087563747782
Set20001	0.09420737387078582	0.06238206247963207	0.08339462757173433	0.036508020574077316	0.045853756644137156	0.9999999999999998	0.9923509591599405
Set20002	0.04553912691627637	0.0219625040768634	0.09786957288930265	0.14436969749525586	0.03249426742288919	0.9999999999999998	0.9523752785417128
Set20003	0.037682209345219375	0.029345541296556643	0.0780113216446695	0.1418478741474839	0.05138719976939532	0.9999999999999998	0.9241960628113915
Set20004	0.01978128341430274	0.023910910302825106	0.016344652210738997	0.025259675951507243	0.023464572044836873	0.19999999999999996	-0.023426288393068262
Set20005	0.06928720001849609	0.032332011687402074	0.10499120123694772	0.04609358878864522	0.027950202535550694	0.9999999999999998	0.9526050457053223
Set20006	0.035099646824917397	0.11282202502930205	0.20220044195737785	0.15952498330509057	0.060801020317637566	0.9999999999999998	0.9955972446380108
Set20007	0.11368381839676578	0.052486771683111555	0.15459584804202975	0.06092917934319242	0.03377415929102612	0.9999999999999998	0.9620635495036489
Set20008	0.1693162706133361	0.0598326169911062	0.2320297318165193	0.09598188521921036	0.03874554806653141	0.9999999999999998	0.9770053553186343
Set20009	0.01671390686693175	0.05583256325182295	0.032526637324756136	0.02754628977425322	0.033358730359222655	0.9999999999999998	0.9301801927608118
Set20010	0.03360615601765227	0.03457332148759995	0.049406573099457174	0.06752881452570048	0.10032450542044558	0.9999999999999998	0.9456975007375831
Set20011	0.021694897936013424	0.08419687549896504	0.09138364584412362	0.03333041196868558	0.16837576237057394	0.9999999999999998	0.9551998730086549
Set20012	0.06372085757605728	0.10612039819093033	0.08844360524783457	0.029255785177059734	0.03078101326836491	0.8999999999999998	0.9699227834905945
Set20013	0.03181401208158696	0.026232702647636996	0.024531878313740707	0.04007348715372505	0.021240003763881243	0.8999999999999998	0.9259899018708818
Set20014	0.02873246495976156	0.16340116214491074	0.1156367330822512	0.052152210768923624	0.06714379832876805	0.9999999999999998	0.9751684239358425
Set20015	0.0225859780831561	0.06028313075228431	0.03793016695436324	0.1558885157068678	0.07957857367466825	0.9999999999999998	0.9366113142955012
Set20016	0.03407177787065785	0.08960035254803855	0.06116398235400489	0.13056148236781973	0.03440955004547197	0.9999999999999998	0.95966423916902
Set20017	0.08994208273721649	0.1563081603340919	0.028708113039238037	0.2341940391402647	0.04081295657752493	0.9999999999999998	0.9715110561182643
Set20018	0.3318570163350615	0.046222759982968986	0.12113435590327104	0.06581935659980453	0.20295757651456137	0.9999999999999998	0.9595777834154702
Set20019	0.03356628945600848	0.07970386219108938	0.021984694549768147	0.05617373478199805	0.13451474253751428	0.9999999999999998	0.9609556617534528
Set20020	0.10029414552033089	0.053791157606576046	0.03417541376905142	0.048299515563062556	0.02058775420510106	0.9999999999999998	0.9368157888606072
Set20021	0.027039099515342224	0.02579065172638484	0.0672927955776561	0.02868177780111758	0.0461492877789641	0.9999999999999998	0.9041247804430542
Set20022	0.1379220803894592	0.028270108144042072	0.17835255058851962	0.08262736715207264	0.04057850606158753	0.9999999999999998	0.9831640638182471
Set20023	0.06646664902925903	0.1490012093768619	0.04849398784910264	0.0860330591235432	0.03811247691327513	0.9999999999999998	0.9345348185224767
Set20024	0.04875662050330953	0.03241182496064876	0.09740223533264736	0.04129173038211276	0.057317309087024704	0.9999999999999998	0.9162173742960648
Set20025	0.10666003177344352	0.03295678357561338	0.03731272968613264	0.0583882577360485	0.027927784422039248	0.8999999999999998	0.8695334657146567
Set20026	0.02506273577871876	0.12235845215610663	0.08418306762154937	0.07298181760784528	0.04366428984377413	0.9999999999999998	0.9879126834278499
Set20027	0.06280616409443074	0.022378131004965662	0.04596212061945759	0.03370477941054495	0.08676649597448705	0.9999999999999998	0.9867274220236804
Set20028	0.02886704009759511	0.09673703529837363	0.06219777472094923	0.04817699222341587	0.04322580207131477	0.8999999999999998	0.862897556311346
Set20029	0.028720543451765224	0.02929949529157827	0.04254542810302919	0.07526416720536411	0.10352377481965602	0.8999999999999998	0.9438936470056181
Set20030	0.09835976140569347	0.0814680980760022	0.043442351919496414	0.05660376726989813	0.03741611705638226	0.8999999999999998	0.9420748944983909
Set20031	0.03539988906883951	0.029682239994000548	0.03517236000399038	0.07022252144135555	0.07581430197613892	0.8999999999999998	0.8788201976144545
Set20032	0.051171224462536524	0.041096988729910744	0.07843653612521695	0.0795682656252048	0.037300606793284286	0.8999999999999998	0.942135281399619
Set20033	0.11541773294856117	0.06113797920969166	0.17107668215489436	0.030200851980858645	0.22173967966882813	0.9999999999999998	0.9958529418789257
Set20034	0.040504814619008345	0.07800105535506441	0.07796225883879315	0.11227229876110534	0.04011277692664317	0.8999999999999998	0.9460798007288422
Set20035	0.020046132366406733	0.06177212498888518	0.08902747745536943	0.045561194216771295	0.1480986838063154	0.9999999999999998	0.9678859265592537
Set20036	0.044407481374658664	0.028316679201642714	0.14064062539085098	0.11462632220648028	0.08071999481171599	0.9999999999999998	0.9940180110326214
Set20037	0.02975239948602615	0.04917637669070163	0.0676040495010467	0.04769512835476564	0.08644448675246597	0.8999999999999998	0.9649622307444821
Set20038	0.11025331654942017	0.15954287062966943	0.07397584576424898	0.04485550698589824	0.029686572629073704	0.9999999999999998	0.9812212491952391
Set20039	0.10576139556301867	0.08640372399629748	0.061782922711032695	0.14197478621603077	0.042185714334526114	0.9999999999999998	0.992921547783413
Set20040	0.12077570559480111	0.09167592177690298	0.03922555681075701	0.04364051163553484	0.09788962919434985	0.9999999999999998	0.9629716539559531
Set20041	0.10989871907821214	0.06789850626485949	0.05075680540747318	0.0891859348733649	0.03779156477571488	0.9999999999999998	0.9955148995270952
Set20042	0.02571548209418406	0.08244194139672123	0.05332393855433526	0.14804196472620745	0.10878829811659718	0.9999999999999998	0.9973044279732588
Set20043	0.07900369061346457	0.058090938173853246	0.030400770274911726	0.019087222396138914	0.11306969262658284	0.9999999999999998	0.9881796170815899
Set20044	0.04973885904080788	0.03695970037112695	0.042352383824224904	0.09167105919220186	0.05494677358304978	0.8999999999999998	0.8556438854019656
Set20045	0.05238166432614255	0.04669190708520521	0.07165813563745627	0.02908405854286389	0.048433719685239573	0.9999999999999998	0.9444837369095561
Set20046	0.061180089119467373	0.15094858405521216	0.10156756219245278	0.029272472580858744	0.07722721031355761	0.9999999999999998	0.9817779356065669
Set20047	0.15659837846942926	0.08816087616868262	0.2968043017715216	0.2509551516151529	0.03982786988607978	0.9999999999999998	0.9935764429390714
Set20048	0.027744936953088217	0.05639632594399557	0.08727263704784882	0.03215603269730938	0.06395552007349958	0.9999999999999998	0.9784256532922696
Set20049	0.03469245777218666	0.04969641917039236	0.034359522148506016	0.08960017279533561	0.09087753983656655	0.8999999999999998	0.9268484441348626
