Set	a	b	c	d	e	rs	rp
Set20000	0.3485316483181732	0.030553245764042503	0.15777999343423232	0.054217139639265444	0.25394349784667325	0.9999999999999998	0.9854404312342948
Set20001	0.09758006003731645	0.06474902043892183	0.08692390877003175	0.03713663682337853	0.047371314729412806	0.9999999999999998	0.9923411956460239
Set20002	0.045247082399229144	0.021227525687736892	0.09867678824890636	0.1467590933424806	0.032150444049288684	0.9999999999999998	0.9519035062915959
Set20003	0.037805273191360844	0.029614237657479836	0.07809563017682308	0.13838383541945976	0.05171742474128471	0.9999999999999998	0.9290160779773684
Set20004	0.01946095316180041	0.023670351970741077	0.015626252252792905	0.025063974662919875	0.023207124321186656	0.19999999999999996	-0.02041781353884324
Set20005	0.07033693739636315	0.03171605983069625	0.1069420960727655	0.046146555511931586	0.02779807336129858	0.9999999999999998	0.9516767727226009
Set20006	0.035185105625851976	0.11579727272664997	0.20719070826675168	0.16357384364844907	0.06185167885767073	0.9999999999999998	0.995705977661734
Set20007	0.1172724090011279	0.05349971696858136	0.15939646747744207	0.062232609887486134	0.034074395869736374	0.9999999999999998	0.9621023094944202
Set20008	0.1762822798408603	0.06148771577372103	0.24211981427594176	0.09925069148885768	0.03908323010484449	0.9999999999999998	0.9771110698383996
Set20009	0.01570665455185105	0.0550953695622195	0.0316603566330983	0.027155914888494115	0.03249822817030601	0.9999999999999998	0.9279281237719702
Set20010	0.03351454381580932	0.03484379178317354	0.0498196396531464	0.06935625193923234	0.1031754631563121	0.9999999999999998	0.9466054885852883
Set20011	0.02159404895165451	0.08591894240983144	0.09320036079935456	0.03346947670064715	0.17251347658408644	0.9999999999999998	0.9549642581594167
Set20012	0.06397763606934614	0.10846351768896889	0.09026850904709038	0.029075457652975922	0.03141226697667232	0.8999999999999998	0.9680063417950041
Set20013	0.031629498936551315	0.02575441067215356	0.02386426455125812	0.0398828365812649	0.021119148855504366	0.8999999999999998	0.91939616733033
Set20014	0.02888673576213263	0.1694407821181061	0.11954895776937491	0.053050805387145905	0.06906003061398402	0.9999999999999998	0.975311255387995
Set20015	0.022477993940212992	0.06081298327420426	0.038036260694233714	0.15965578973633243	0.08100310545692768	0.9999999999999998	0.9359396213674334
Set20016	0.03445536101137803	0.09175744734440427	0.06262136001944174	0.13374448113074233	0.0343966308518463	0.8999999999999998	0.9596790936313064
Set20017	0.09217377239457791	0.16203892164548117	0.02882337599308793	0.2406783392232309	0.04117679322733159	0.9999999999999998	0.9720692090231218
Set20018	0.345297280389923	0.04669679654420145	0.12502256846306725	0.06740299032279573	0.21027104530714602	0.9999999999999998	0.9594965856838007
Set20019	0.03330197512937194	0.08086377880440043	0.02112926905596968	0.0564340404928122	0.13774421116217306	0.9999999999999998	0.9607279322180894
Set20020	0.10230774977923596	0.05390199968857301	0.034555946631102286	0.048145208791834815	0.0200337426722329	0.9999999999999998	0.9341513899608079
Set20021	0.026995677847059696	0.025877938161599	0.06847135027842244	0.028640777841300258	0.046946643108420893	0.9999999999999998	0.9033547848472425
Set20022	0.14253904800309458	0.028098337831219622	0.1844435727355055	0.08488170086554114	0.040701615095028565	0.9999999999999998	0.9830716125604303
Set20023	0.0676132223798922	0.15354914528023	0.049116158826140954	0.08754488856644183	0.03824473127471684	0.9999999999999998	0.9330532367010252
