Set	a	b	c	d	e	rs	rp
Set20000	0.38112271250797525	0.03088836352365021	0.1728314523880199	0.05641473544396336	0.2785144820868206	0.9999999999999998	0.98550016863188
Set20001	0.09511282389037456	0.06546818838335422	0.09188446369872916	0.038917610565317284	0.050910280468221214	0.9999999999999998	0.9800556204760577
Set20002	0.044742855887855426	0.020837735508217325	0.10005099346301605	0.15171003759441515	0.031742308748621606	0.9999999999999998	0.9489177764531606
Set20003	0.038360770726291515	0.02938145580441054	0.08361924589879532	0.14984127265184866	0.05400430882203644	0.9999999999999998	0.9303735420066812
Set20004	0.01880877049574503	0.024442772873510044	0.015317055601532625	0.02544930510120691	0.02400069284950479	0.19999999999999996	-0.0993203487430488
Set20005	0.07401701186567544	0.033188626221410944	0.11733857135178838	0.04888385436436671	0.029194299206829144	0.9999999999999998	0.9453975186132993
Set20006	0.03535379855220622	0.12022392633185486	0.21617080491254392	0.1661529640197804	0.06338687128931664	0.9999999999999998	0.9958089389671758
Set20007	0.1256161249151101	0.05650823731408938	0.17324700766717682	0.06538103603013146	0.0341841429009726	0.9999999999999998	0.9616888792978785
Set20008	0.19227420086286917	0.0661443169706748	0.26635133663583743	0.10726968550845484	0.040390257116082684	0.9999999999999998	0.9771803046129638
Set20009	0.014599094852799865	0.057990572043750466	0.03207824613588195	0.027297873526622274	0.03329130180572171	0.9999999999999998	0.9293648676840076
Set20010	0.03473164516262117	0.036447613454134054	0.052083889331319355	0.07362931653047222	0.11063530984491043	0.9999999999999998	0.9456275757496115
Set20011	0.020520903360156217	0.09056825086664544	0.09672355788462628	0.0332243784163756	0.18391205753705986	0.9999999999999998	0.9524640338322679
Set20012	0.06842101800604705	0.11688175466938744	0.09659637829345347	0.03029544988107935	0.03234665691075855	0.8999999999999998	0.9693341373184924
Set20013	0.031159560491848648	0.025586809427835533	0.02270668752222349	0.038555754691683375	0.018608079630296426	0.8999999999999998	0.9258625512186106
Set20014	0.030008279878578792	0.18367371377140052	0.12940456095263497	0.0560393499841515	0.0745074163774978	0.9999999999999998	0.9762038135763529
