Set	a	b	c	d	e	rs	rp
Set30000	0.02032575615446308	0.07069990568681406	0.050280926125652936	0.06251596113374147	0.032812585538044114	0.9999999999999998	0.9931101489340161
Set30001	0.03810094179602863	0.09532111717151259	0.041187520727767324	0.06895387024650401	0.02367655982429029	0.9999999999999998	0.9636001635842599
Set30002	0.06466862346925728	0.02609641210006375	0.028539341237708626	0.09710251941646564	0.045383751017086804	0.9999999999999998	0.957796617053076
Set30003	0.039180930439321915	0.01837893373763755	0.1466258176620313	0.11845593039446423	0.06636476658516732	0.9999999999999998	0.9882839403302607
Set30004	0.03366044268937629	0.06568561108764104	0.027101246113978128	0.12648502703263265	0.14291668468852803	0.9999999999999998	0.9666326059994527
Set30005	0.10902526216186881	0.1435220313746971	0.05410971625306393	0.2047937832980129	0.029110616527439848	0.9999999999999998	0.9915900697997745
Set30006	0.026100145703088162	0.033481726016209246	0.06566726932055911	0.015400753610793627	0.08002049936314448	0.9999999999999998	0.972047013945116
Set30007	0.055753496555073	0.10378683764380958	0.21042380711174236	0.01770175467451074	0.32586430077770256	0.9999999999999998	0.9726438936447545
Set30008	0.07525055896130917	0.021609489239616697	0.04819316690670139	0.04535373423019484	0.02873420693593909	0.9999999999999998	0.9635266314354896
Set30009	0.05803645638858834	0.0416483263562486	0.04219148971677211	0.026679188394967968	0.07058785956746394	0.8999999999999998	0.9711187933597014
Set30010	0.03742893652047774	0.05757952720330284	0.021096381530272823	0.06485652475495385	0.028422532305817705	0.9999999999999998	0.9835525930790058
Set30011	0.03323021633431178	0.025703315848917052	0.07882826404700138	0.061620307547270436	0.020118592591403917	0.9999999999999998	0.9612643528941134
Set30012	0.024669814709343707	0.06565570701804657	0.03345206201446471	0.044175906983038415	0.018499011795256814	0.9999999999999998	0.9692016426199325
Set30013	0.020379011656609602	0.037300528751181505	0.04700000195916598	0.08781832301034709	0.04753806539996874	0.8999999999999998	0.9210272634173037
Set30014	0.06133520020458194	0.018802667790100425	0.054273749506862035	0.02795160415175113	0.02215369071262041	0.6999999999999998	0.8480029443490976
Set30015	0.08627609155274618	0.012394971648736264	0.05129262206454677	0.07692165955251418	0.035222601690100164	0.8999999999999998	0.9432923641940523
Set30016	0.2398340143380443	0.16480918930016908	0.1089823005821271	0.027984265728191238	0.05081390410819664	0.9999999999999998	0.9861134052301938
Set30017	0.030135436711120955	0.022024709237249418	0.11112329509883812	0.057952687126743174	0.13079739276158275	0.9999999999999998	0.9725411000469389
Set30018	0.10312891569397353	0.03250860513884901	0.06475284885651211	0.048487438960577056	0.036762155452230716	0.8999999999999998	0.9123620322750521
Set30019	0.01587965959991655	0.04967017272340868	0.02419199267816885	0.020874891766498482	0.014167822775822292	0.9999999999999998	0.872303767951212
Set30020	0.022095766306030495	0.04431396022477385	0.03300697410047415	0.08429166034236424	0.07425881519148414	0.9999999999999998	0.9809381330437346
Set30021	0.04507913650396067	0.061690530146987554	0.022740230056492394	0.01803085766112611	0.028693433376162147	0.9999999999999998	0.9648532851266997
Set30022	0.034900727794086484	0.05077169915690316	0.1077321011909328	0.07278386110942237	0.025564356116606013	0.9999999999999998	0.9718988108587774
Set30023	0.06403894775957364	0.03269126208189055	0.10448797953428879	0.16984092572784038	0.22732944178893943	0.9999999999999998	0.9901906296570622
Set30024	0.012232812649941582	0.10507437251746077	0.026900443932006524	0.04751885027328051	0.07042496437463797	0.9999999999999998	0.9875475429409626
Set30025	0.058660030782318295	0.032009709810686404	0.09858797916141593	0.01602627082389585	0.13472094240518118	0.9999999999999998	0.987703970626539
Set30026	0.01645607994118381	0.09627092057804765	0.05110942019531095	0.05505695435847524	0.12633479590662977	0.9999999999999998	0.9800850344865745
Set30027	0.03316439259690196	0.029929984034850032	0.07537557492170399	0.0161283125851166	0.10230652035609766	0.9999999999999998	0.9547678286059147
Set30028	0.023991765693976763	0.09610617676426603	0.03384610263488108	0.06756163437833074	0.03947594066338833	0.9999999999999998	0.9568831775306968
Set30029	0.025634927656438045	0.11862465566666391	0.04939696509122238	0.0724368692468178	0.030697868323305788	0.9999999999999998	0.9503572653312865
Set30030	0.060386774965395684	0.1337926311852442	0.1863704429271522	0.07211493426073012	0.023190879252740992	0.9999999999999998	0.9773173547662012
Set30031	0.024275531436899977	0.05542517489962506	0.03223865744002041	0.02415217085051402	0.057594648882544064	0.7999999999999998	0.9136155923805104
Set30032	0.10271888579123511	0.03926468070390832	0.2060509452135637	0.12405521648917961	0.023263956032682054	0.9999999999999998	0.9734174698738055
Set30033	0.0391208711863964	0.028900184181525512	0.018040037704988965	0.019839855883716617	0.06232488255365487	0.9999999999999998	0.9426086956330365
Set30034	0.08749062613350933	0.28455548680109544	0.02313000396983389	0.18356567998545525	0.05678627100741207	0.9999999999999998	0.9651647892739491
Set30035	0.08122869413092337	0.0557437912839005	0.015144635809281937	0.02072797255666936	0.12998876720040398	0.9999999999999998	0.9716305770804826
Set30036	0.021770130983619795	0.058198817747002196	0.07921417294310606	0.04008719784976966	0.02626116944989665	0.9999999999999998	0.9767419593433215
Set30037	0.046463782387484276	0.17384133912486777	0.11327731117239348	0.024276508795891272	0.07550395353567829	0.9999999999999998	0.9800931061058566
Set30038	0.10412534012033448	0.05732430946114475	0.03646397553493397	0.020488079046410035	0.07430144193161936	0.9999999999999998	0.993395029617148
Set30039	0.013762369141365083	0.041748504278479315	0.06784443920757921	0.05826398507234776	0.025466601883501583	0.9999999999999998	0.9963664191340137
Set30040	0.08526875517225208	0.33916445013219865	0.16132916355905969	0.04142679390249426	0.24295313304652544	0.9999999999999998	0.9920025358457513
Set30041	0.06345274290362912	0.035901401345428186	0.02767492747268463	0.017717328467693583	0.019046594477744816	0.8999999999999998	0.906843245442576
Set30042	0.12378671532570795	0.016419673173005744	0.17088965219644137	0.04034744092009457	0.07481965359612264	0.9999999999999998	0.9908479833154665
Set30043	0.10868769385155763	0.15592646432747626	0.02747818179944339	0.0266462071696828	0.0500263847263408	0.8999999999999998	0.9438179554919148
Set30044	0.031609915454957394	0.0497110621912652	0.07856958717890572	0.013420471714058912	0.09372362818844038	0.9999999999999998	0.9956283480010264
Set30045	0.08305739071433604	0.15588435552299884	0.041339479952464564	0.33265401163541886	0.2274711720951922	0.9999999999999998	0.9888979890791695
Set30046	0.05430811999722285	0.020963150684609966	0.07712459817170758	0.04187785504392694	0.12221622043890445	0.9999999999999998	0.97107441880895
Set30047	0.03089671283237616	0.07879288970855991	0.06387388529040805	0.12365410115651077	0.030325448183431747	0.9999999999999998	0.9578894474229822
Set30048	0.03734757539548883	0.026043733783789103	0.07692310366232213	0.07110070050986117	0.05211302148312236	0.9999999999999998	0.990446639878428
Set30049	0.056851309942324235	0.027523378785523356	0.04418687531503884	0.027611905189380503	0.08044959735183355	0.8999999999999998	0.9597788500492636
