Set	a	b	c	d	e	rs	rp
Set30000	0.021005659520398345	0.07598971088388617	0.054603653161856225	0.06738002263812426	0.03494430685638339	0.9999999999999998	0.9914549067170584
Set30001	0.04055481807205241	0.10117152212300784	0.04100221893118161	0.06966847831598122	0.023973144736306518	0.9999999999999998	0.9522427022738907
Set30002	0.06843526333456773	0.026949285904413145	0.028330848697643574	0.10523509123956831	0.04689391475208582	0.9999999999999998	0.9520358801280189
Set30003	0.04282125295786798	0.018476553600035528	0.16324563644135026	0.1329028727950492	0.073881651817154	0.9999999999999998	0.9888786009149394
Set30004	0.0347518555807067	0.071378507897775	0.02805518088720249	0.1435541846224826	0.15996589049281418	0.9999999999999998	0.9630956756363741
Set30005	0.12697270872079014	0.16842296249563726	0.062095895351705344	0.2401889814064634	0.03184606243496413	0.9999999999999998	0.9921569776033529
Set30006	0.02628834563691429	0.033091076792788554	0.06895478635255958	0.014831574870908137	0.08345078469643241	0.9999999999999998	0.968034620143379
Set30007	0.06107306604095364	0.11765749207550635	0.24586573853580918	0.017637353856160942	0.3754507561716851	0.9999999999999998	0.9733499334488881
Set30008	0.081705071636613	0.021617551616037844	0.050322415515492214	0.04700120133181873	0.028953030502393506	0.9999999999999998	0.9587458698848927
Set30009	0.06085008847830009	0.04484422661337595	0.04662369125621135	0.028679708961897865	0.07559327859250908	0.8999999999999998	0.963923280592633
Set30010	0.03919803259835408	0.062316764219936704	0.020637507897656615	0.06985618871170252	0.028110722135967325	0.9999999999999998	0.9817689692446313
Set30011	0.03488467393292172	0.02669905402715267	0.08481369911844039	0.06744957260952333	0.020804474155748265	0.9999999999999998	0.9596038635878353
Set30012	0.025316211603437555	0.07316751920177222	0.03513255712103691	0.04833476489840427	0.020028765405470716	0.9999999999999998	0.9618675741291153
Set30013	0.020191189964566925	0.041101990415941314	0.05217045378633045	0.09955781257331264	0.05348708798026203	0.8999999999999998	0.9227698488011673
Set30014	0.0653923194691618	0.018116093360579733	0.05838699744344844	0.029256864918285608	0.022703135125817786	0.6999999999999998	0.8376373985775616
Set30015	0.0965375713984592	0.011413146720464673	0.056392893283282675	0.08493727419286778	0.03778703879105216	0.8999999999999998	0.9402673084690505
