Set	a	b	c	d	e	rs	rp
Set30000	0.020619208127449218	0.07010697484128037	0.05006030566055619	0.062108747225125605	0.03259893195458197	0.9999999999999998	0.992805876702336
Set30001	0.037986513066274985	0.0941657030876506	0.04113729776914099	0.06826875280264821	0.02408126120485976	0.9999999999999998	0.9634328508569925
Set30002	0.06416984303378026	0.02604206272885523	0.02866519107803056	0.09582365958202443	0.04515300550282375	0.9999999999999998	0.9588156462699471
Set30003	0.039116299348430084	0.01842876618604672	0.147245094534737	0.11805475153868361	0.06615787481957325	0.9999999999999998	0.9882077668170269
Set30004	0.033897516141028095	0.06563049269931998	0.027121168538716933	0.12561763151206262	0.14304202801855437	0.9999999999999998	0.9677354500861859
Set30005	0.1069259083841797	0.14048934214124154	0.053538106218953385	0.20051460558062162	0.02924935958394792	0.9999999999999998	0.9914176057340407
Set30006	0.026358477458856	0.03355900253594857	0.06568885678670788	0.015602655530924103	0.07981535597232359	0.9999999999999998	0.9718510942366206
Set30007	0.05503143190908655	0.10157763380242457	0.20531386231443116	0.017898058398054584	0.3174469338921564	0.9999999999999998	0.972674524604146
Set30008	0.07413938455727609	0.021798802028831554	0.04773249204019492	0.04505178963615786	0.028842183698255197	0.9999999999999998	0.9634967087449914
Set30009	0.0574144804709833	0.041305932253021815	0.041967220413215434	0.026646370907888683	0.06981302082033014	0.8999999999999998	0.9704418225745117
Set30010	0.03766923925284971	0.05717544976077482	0.021235748040407176	0.0650388487659117	0.02872075357249748	0.9999999999999998	0.9853640250776353
Set30011	0.033211495181902695	0.025968965439318814	0.07809167399606387	0.06097122747075889	0.020398880233587158	0.9999999999999998	0.9611028813718028
Set30012	0.024917002553719425	0.06601656735726125	0.03373498692725552	0.044537258243061206	0.019004104802758826	0.9999999999999998	0.9683871794578801
Set30013	0.020324918613516596	0.03688710752021407	0.046487952647744746	0.08636170522407105	0.04683542137721386	0.8999999999999998	0.9216862639638305
Set30014	0.06075867624507292	0.019208784714317084	0.05381643895857391	0.02783675504011429	0.022118092350516094	0.6999999999999998	0.8519962910489237
Set30015	0.08527208995471691	0.01276456104230006	0.05103788600601189	0.07620236183792795	0.03514793642772507	0.8999999999999998	0.9438023938595789
Set30016	0.23556313993056388	0.16206173328798334	0.10737209952623594	0.02804281245762108	0.050300263896006725	0.9999999999999998	0.9860617314185007
Set30017	0.03033885511070189	0.022006862453742948	0.10941959136951795	0.057621135412775026	0.12906345839161848	0.9999999999999998	0.9734539841780043
Set30018	0.10139648346373098	0.032236620686128536	0.0639278453359372	0.047933209684135725	0.03629378898298585	0.8999999999999998	0.9134670022376036
Set30019	0.016180453500429404	0.04940092173402122	0.02443258365027956	0.02094271252907831	0.014264483742592038	0.9999999999999998	0.8750889469772235
Set30020	0.022227249331890575	0.04358708749908491	0.032707260820123985	0.08269106121838798	0.07263918479351994	0.9999999999999998	0.9808215841631267
Set30021	0.04470167494735522	0.06115922104689764	0.022918367263159656	0.018150567611369683	0.028668364313707784	0.9999999999999998	0.9648486877640358
Set30022	0.03438761805739754	0.04999853756747452	0.10549008147915817	0.07164732707474974	0.025439343970861672	0.9999999999999998	0.9721545369147344
Set30023	0.06295081968821736	0.032364040970616514	0.10258409284831238	0.16646352148534893	0.22345340605864217	0.9999999999999998	0.9899757711236327
Set30024	0.012549306863907206	0.10472254946024595	0.02722626307161302	0.04756380530703164	0.07038231079115398	0.9999999999999998	0.9876343761856361
Set30025	0.05810575212468572	0.03190462504013003	0.09725195120994945	0.016091080749104925	0.13284320285868312	0.9999999999999998	0.9878253234504661
Set30026	0.016525139191343796	0.09528998756176332	0.05046869044533109	0.05457543742719373	0.12481192944676323	0.9999999999999998	0.9803758322878886
Set30027	0.03347794636272716	0.02993843732893431	0.07464739819123867	0.016274086826975176	0.10092238279530608	0.9999999999999998	0.9563037803200043
Set30028	0.02380829872628032	0.0946880382287999	0.03373360118336999	0.06673601353785141	0.03908469155699945	0.9999999999999998	0.9571293441400704
Set30029	0.02555836371722342	0.11815168308586932	0.04926333627805024	0.07218647969168124	0.030844475025729956	0.9999999999999998	0.9506200796315523
Set30030	0.05935103983809753	0.13127323739998153	0.18253678613331747	0.07076147308533975	0.023164019893443633	0.9999999999999998	0.9771374021976794
Set30031	0.0241245024568294	0.054899604457301465	0.03207940187268976	0.02413909469553821	0.056826953132358526	0.8999999999999998	0.915795503050067
Set30032	0.10208128558460638	0.04008437477608029	0.2061756824973876	0.12491112654078407	0.02348645746702882	0.9999999999999998	0.9745649050011127
Set30033	0.038866433057842764	0.028822610121840286	0.018216026056991574	0.019852543326621785	0.06149070592075245	0.9999999999999998	0.9426806543959435
Set30034	0.0866595860020305	0.2786621048114576	0.023516993221686655	0.1800827260643023	0.056764066191753226	0.9999999999999998	0.96544791963092
Set30035	0.08017302540249016	0.05556798428631371	0.015416652179884083	0.020810973014255052	0.12810399585261434	0.9999999999999998	0.9716109293900332
Set30036	0.021760385175894625	0.05779340650391818	0.07844130998017229	0.03991684619912583	0.026196377919134317	0.9999999999999998	0.977017764637521
Set30037	0.04591285532169431	0.1704876463807493	0.11103270439605328	0.024296212708923126	0.07447743447496302	0.9999999999999998	0.9799551299556344
