Set	a	b	c	d	e	rs	rp
Set10000	0.06662749692096759	0.060534561762320416	0.09439965657626936	0.04052649908088435	0.11622223579282565	0.9999999999999998	0.9844610467600342
Set10001	0.05224603626460811	0.08658361915729795	0.09375170740219796	0.07745801201911062	0.08103478580109191	0.8999999999999998	0.8881212159045769
Set10002	0.1148608567703644	0.04573339114131203	0.06938514942987473	0.0556584641956438	0.14290909135155316	0.9999999999999998	0.9660167691374068
Set10003	0.11511812861830117	0.060724155943680413	0.042657882023422244	0.08174933648278637	0.11205430535710603	0.9999999999999998	0.9813100292712248
Set10004	0.15251958988176217	0.06879955622860834	0.09322895461112968	0.05943927522394554	0.10008106063955591	0.9999999999999998	0.945551467233081
Set10005	0.2262376906362551	0.1629799371155235	0.10907923005544995	0.06022259467078417	0.06769595552133223	0.8999999999999998	0.9525960114220614
Set10006	0.20046173592516547	0.12891268587364824	0.0587552922921194	0.09355564543760342	0.08257076612606218	0.9999999999999998	0.9460582393527589
Set10007	0.13547741075883346	0.06303840462249144	0.1449745392198175	0.05767471960136428	0.08164389714083564	0.9999999999999998	0.9532003098510731
Set10008	0.10597533272081727	0.05418318953042622	0.0892159201878624	0.050462020253011164	0.0852410317341773	0.9999999999999998	0.9669660419517447
Set10009	0.08071928320103183	0.08181897026469065	0.10367192862425778	0.05075618206006516	0.05783414350449212	0.4999999999999999	0.6781886602927444
Set10010	0.11603227554957563	0.06086180256566953	0.1110339904737061	0.0605004145430772	0.06301801813102448	0.7999999999999998	0.86198159696822
Set10011	0.0878709747026637	0.053841293143228275	0.10298031975692523	0.0696101952725473	0.04493824383444445	0.9999999999999998	0.9942967883479732
Set10012	0.041229522380022754	0.07394565037034861	0.1294993595804983	0.048174118756971196	0.175513124401106	0.9999999999999998	0.9633768752693042
Set10013	0.06223016653359725	0.10343805057152344	0.12385904443489781	0.08486340998121822	0.05383595580150202	0.9999999999999998	0.9921366321623981
Set10014	0.06896925887032601	0.11727401744319055	0.05991010932491592	0.042964146759306154	0.08970645027095525	0.9999999999999998	0.9835174142727924
