Set	a	b	c	d	e	rs	rp
Set40000	0.05506641886943697	0.24850931448689528	0.02034682554996814	0.16004308243590715	0.12379275425196734	0.9999999999999998	0.9881280381537078
Set40001	0.07710511097846251	0.05530924809497684	0.038076498100998224	0.02052666014763882	0.01861446942166345	0.8999999999999998	0.9607339619169218
Set40002	0.02589284111737855	0.03977683370163021	0.06926967621827751	0.12196578032428496	0.15989667712911348	0.9999999999999998	0.9807938889256821
Set40003	0.027240326460509223	0.05453301147794931	0.08964525674487844	0.025215729995692104	0.12286520378596011	0.9999999999999998	0.969342008293655
Set40004	0.027406779414930083	0.07126743118231038	0.0475379647242834	0.015068694150298656	0.09652216432701488	0.9999999999999998	0.9923848126163631
Set40005	0.028225922988878605	0.062226330557765386	0.12513580938708202	0.018523222903653602	0.09419335900666748	0.9999999999999998	0.9879288252687244
Set40006	0.41701604748686916	0.30596347099807686	0.06181712855834076	0.19875447530035517	0.11150129969544242	0.9999999999999998	0.9905592026365609
Set40007	0.27022639762260126	0.06970367039521874	0.192887283286705	0.04196499215222749	0.10656283516328202	0.9999999999999998	0.9749251429835063
Set40008	0.035677868458179884	0.018796372973949538	0.09583348166709293	0.19139106404152784	0.11328123981627547	0.9999999999999998	0.9732347478604138
Set40009	0.02743346711043393	0.020657266336651547	0.010919272133870339	0.025855184749513982	0.05817013975802632	0.9999999999999998	0.9026199530004598
Set40010	0.04382511351107632	0.1804426922002781	0.12141394208550227	0.06677942055977104	0.195154431251379	0.9999999999999998	0.9832773873520423
Set40011	0.02866516967991084	0.03251041885525596	0.08348577899925547	0.1150067338257037	0.06888848730648767	0.9999999999999998	0.977917300001402
Set40012	0.3098252898446484	0.06705744317237639	0.201512548505711	0.12155123384722633	0.021082109942996863	0.9999999999999998	0.9840881066356267
Set40013	0.074876005303252	0.1189549523804404	0.16154296978279103	0.01947690897892329	0.02840893706415326	0.9999999999999998	0.9834255887751717
Set40014	0.01012981229796095	0.05946763077653294	0.030241229046513385	0.04710455225096899	0.017412393763335032	0.9999999999999998	0.9924426935538345
Set40015	0.018545506990362615	0.1353887367704596	0.03530161310414981	0.0755121275761429	0.15938973341156182	0.9999999999999998	0.9841388491382664
Set40016	0.026080009363557588	0.01275558573520974	0.05230938693916931	0.15286624221208223	0.09253345659067003	0.9999999999999998	0.966827265189117
Set40017	0.05319970602090951	0.09736778461673745	0.13961308286189267	0.019626675434999408	0.029757754399290626	0.9999999999999998	0.9720618523992194
Set40018	0.021578408828319517	0.013728875620388603	0.08136792249550917	0.178220794026257	0.04902019050981976	0.9999999999999998	0.9218746567584918
Set40019	0.017445981835138458	0.03250647643927729	0.07443234483392613	0.12975100696445185	0.19074765455386467	0.9999999999999998	0.9794139501925229
Set40020	0.0397738413437726	0.09587920883369949	0.021669388463829264	0.023812386813031217	0.06129630227572558	0.9999999999999998	0.951908262502271
Set40021	0.1266362895718791	0.03417263016215377	0.0575483798478883	0.018179765290388783	0.08023460551194284	0.9999999999999998	0.9789919459305298
Set40022	0.11249417641602655	0.06734804642009362	0.018509690969682024	0.03367157907475682	0.06558726224795985	0.8999999999999998	0.9592589274914124
Set40023	0.08977624850754296	0.016059341495053725	0.026734481104695118	0.07854267108064972	0.027334204457893696	0.8999999999999998	0.9284853414882697
Set40024	0.08170637529439728	0.1259029940998252	0.03176426543315858	0.04746107669840316	0.016546311307290784	0.9999999999999998	0.9710220034228809
Set40025	0.016746450324906847	0.029889159001931676	0.06455895519856247	0.0801391219183617	0.12954165532262063	0.9999999999999998	0.978133584309647
Set40026	0.019261585198824704	0.07727103336948848	0.039365460340865854	0.058730905237048714	0.02130958952418116	0.9999999999999998	0.9765173417896266
Set40027	0.015789091605116767	0.1325867364546186	0.10707017849257916	0.059031150348616834	0.046294812804092866	0.9999999999999998	0.9873338707990209
Set40028	0.020726000399489686	0.08366432081509789	0.1197292049748997	0.030228451521385535	0.045986719374450646	0.9999999999999998	0.9676068615457845
Set40029	0.023658932720671544	0.14659359682610584	0.0532022725815392	0.09447371199310794	0.013688730139703953	0.9999999999999998	0.9718090169080285
Set40030	0.09326811708264116	0.01599460220919613	0.028976040590254604	0.05640135166608751	0.14989158674615954	0.9999999999999998	0.9707561552701657
Set40031	0.013809631286148205	0.041168445125646325	0.06840873035692929	0.1410428000203412	0.027075691879337005	0.9999999999999998	0.9263473564207387
Set40032	0.03471914845299162	0.008806955716364695	0.02171677484902723	0.0978849277844569	0.05668769716266597	0.9999999999999998	0.9642088495890652
Set40033	0.13185150680577518	0.07352842720196051	0.017843174265897543	0.046401911022033726	0.20239370117401811	0.9999999999999998	0.9765545480144525
Set40034	0.06687992432631262	0.02798166370390298	0.09565511265891202	0.05389146672876499	0.015442017672202879	0.9999999999999998	0.9911708481830889
Set40035	0.05768116712875182	0.026589339665170297	0.02130017544761198	0.10733152799304901	0.07744062113849126	0.9999999999999998	0.9827418919804439
Set40036	0.030422424811609394	0.013170933522169137	0.02182084051356359	0.0388547405870282	0.05651124977374822	0.9999999999999998	0.9851673120606326
Set40037	0.08781188419026598	0.06616517144287515	0.14361082885800536	0.024249916468091604	0.2179927714952571	0.9999999999999998	0.979327688175458
