Set	a	b	c	d	e	rs	rp
Set40000	0.05061766670329648	0.21884381254688068	0.01954528916898768	0.14187934079169895	0.10965784079404894	0.9999999999999998	0.9885788835952188
Set40001	0.07160488777084995	0.05146549238191034	0.03572205475040635	0.0192900176810904	0.017867505317630927	0.8999999999999998	0.9621218458467384
Set40002	0.02419653795979748	0.036456033615380856	0.061968905475996094	0.10952392413701739	0.14167672151700417	0.9999999999999998	0.9802736976114129
Set40003	0.02689346274204929	0.04960690114141941	0.08104032609666478	0.023563093186578232	0.10865964200585432	0.9999999999999998	0.9725268506662346
Set40004	0.02568573388732709	0.06515866911323231	0.04398283686361437	0.01523949843988548	0.08784022764527977	0.9999999999999998	0.9916553247565784
Set40005	0.026849916171372556	0.05570486938312669	0.11095846233336837	0.017761414981957047	0.08343553960976724	0.9999999999999998	0.9885176624178642
Set40006	0.35559959566722976	0.2619207264881115	0.05457383147656192	0.16786489955414108	0.09588668517259502	0.9999999999999998	0.9895900551630781
Set40007	0.24642597809179712	0.06411215548242966	0.17117357040466052	0.03808967581885703	0.09836750674353978	0.9999999999999998	0.9752951500099714
Set40008	0.03253880469157089	0.018506171051848597	0.0840129291913091	0.16693620664552145	0.09959933222008366	0.9999999999999998	0.9729075101709632
Set40009	0.026659541243688967	0.01975358303510355	0.011163230059595186	0.024253994831158976	0.05355423785416946	0.9999999999999998	0.9096010060049292
Set40010	0.03871483529339648	0.16055489435798553	0.10719981493899045	0.05816231520597259	0.17550753830106547	0.9999999999999998	0.9838395447254393
Set40011	0.026422240703941058	0.031055491570898153	0.07602482300111524	0.10379246318588842	0.06214320215741265	0.9999999999999998	0.9810041083846769
Set40012	0.26183252595942486	0.058499633043103905	0.1709744091456611	0.10392578398741825	0.01964593188324848	0.9999999999999998	0.9841127983353822
Set40013	0.06774719353603087	0.10752527340935492	0.14653078768340888	0.01852655404015835	0.02638757145256576	0.9999999999999998	0.9828938325030279
Set40014	0.010472805102917038	0.054506918274289884	0.028413492838425092	0.04341071539724617	0.017372853426818158	0.9999999999999998	0.9930831151765833
