Set	a	b	c	d	e	rs	rp
Set40000	0.05010263570618878	0.21487351864342408	0.019502087088979825	0.13956282316787239	0.10795587273312501	0.9999999999999998	0.9887056935804154
Set40001	0.07174678992987238	0.05137710255441519	0.03589588124926346	0.019340476804157847	0.01788876164098674	0.8999999999999998	0.9619439277294836
Set40002	0.024058731250930276	0.03610227088932649	0.0611378729738834	0.10763654152954472	0.1393062231300003	0.9999999999999998	0.9803507749679786
Set40003	0.026660188771402304	0.048747818647648766	0.07957604406883378	0.023386209964212257	0.10662377457381189	0.9999999999999998	0.9723678921521977
Set40004	0.0264258648032053	0.06707345116647057	0.0451662447396598	0.015428865355416654	0.08972998063972071	0.9999999999999998	0.9924001274272506
Set40005	0.02684661300351565	0.055315781171873635	0.10938539290777904	0.01771323139110792	0.08229627736658462	0.9999999999999998	0.9888950275966623
Set40006	0.3461220856255012	0.2549007754791165	0.05335325815701153	0.16310747799700542	0.0932608874970714	0.9999999999999998	0.989383037849233
Set40007	0.23973517673946942	0.06308019315203095	0.16737720274861	0.037466169948651595	0.09621933016352868	0.9999999999999998	0.9757305330437178
Set40008	0.03257068841565025	0.018892627914033566	0.08364520723468494	0.16505330588061118	0.09857501460571128	0.9999999999999998	0.9725156100202764
Set40009	0.02646513282155538	0.0196878854330802	0.011318982547340872	0.02400514453361735	0.05302873375333472	0.9999999999999998	0.9083194594010727
Set40010	0.03822672457981313	0.15773530062884966	0.1054421089847869	0.057230834002793385	0.1729082509719344	0.9999999999999998	0.9841379584858319
Set40011	0.026216617170936707	0.030818407033171735	0.07553747630416385	0.1028226670686464	0.061684048971109684	0.9999999999999998	0.9812040780848066
Set40012	0.25582748341928174	0.05759848053697236	0.16723884097048025	0.1019536831254686	0.01955218610505749	0.9999999999999998	0.9842362512002532
Set40013	0.06689827025583395	0.10613866995517118	0.14443582844225689	0.018534958450086236	0.026189347752970216	0.9999999999999998	0.9827952119891453
Set40014	0.010634075696463463	0.054180608991327484	0.028358120400113207	0.0431629228629794	0.017456501349777387	0.9999999999999998	0.9930816301339189
Set40015	0.018102311965986995	0.12660366053572192	0.034456521841441656	0.07201000402382829	0.15233719215415953	0.9999999999999998	0.9861803580199202
Set40016	0.027851365166668973	0.013465777613643981	0.05312054269031852	0.14986459518946726	0.09227060600628156	0.9999999999999998	0.9695979372193306
Set40017	0.04792381322411321	0.08467974871474226	0.12057427702191104	0.019147323261423876	0.028115631561557386	0.9999999999999998	0.9729153186325614
Set40018	0.022229290419747083	0.014264722466013846	0.07664792848438895	0.16110136841805167	0.04743139898177007	0.9999999999999998	0.9276353846348726
Set40019	0.016546118601392767	0.029245255565135908	0.06373798799061559	0.10864846887443791	0.15990605843441907	0.9999999999999998	0.9793259363946321
Set40020	0.03589193271379576	0.08265465831207419	0.020033537767341514	0.022769406498805544	0.05427644729359493	0.9999999999999998	0.956280554824906
Set40021	0.10976071613360994	0.031163326477175568	0.05124636779164249	0.017731747493505035	0.07038208935217416	0.9999999999999998	0.9790427842893477
Set40022	0.10007325833164693	0.060205560615646414	0.01812292251586678	0.03127451226196387	0.05985980465996377	0.8999999999999998	0.9625307877195268
Set40023	0.08002963643686467	0.016232832223862848	0.025702261116902436	0.06932581155857154	0.026111718508216475	0.8999999999999998	0.9312788962015595
Set40024	0.07177538975517994	0.10902015203443782	0.030080178465105356	0.043393362290712	0.016394366024330753	0.9999999999999998	0.972853218762199
Set40025	0.01673941562385861	0.03214918119398247	0.06127156924235966	0.08013390494957362	0.12802574073905493	0.9999999999999998	0.9804788615052769
Set40026	0.018448350710655315	0.06952519164423066	0.03699959809029807	0.053096390043609665	0.02125395217191084	0.9999999999999998	0.9803876703656492
Set40027	0.015895824041752937	0.11747659477398786	0.09483725833299339	0.05389147085476653	0.04197772334682459	0.9999999999999998	0.9884666820472743
Set40028	0.020020053715594677	0.07863303244732356	0.11476219890948325	0.029442661068480258	0.0452504841258633	0.9999999999999998	0.968949987514194
Set40029	0.02407094859537584	0.13264156601077393	0.051116974475134414	0.08703217991548418	0.014891157982416137	0.9999999999999998	0.9738320566389042
Set40030	0.08726337229756931	0.01687837276850057	0.029267695834160556	0.05453588628020134	0.14257752864143303	0.9999999999999998	0.9682843248211402
Set40031	0.013995097049098848	0.040453433902542635	0.06566448708501005	0.12946748736784774	0.026633227093578737	0.9999999999999998	0.9339259631330878
Set40032	0.03255488262996298	0.01017911203601285	0.02121060940148578	0.08572172977889825	0.05133363219663889	0.9999999999999998	0.9663259775778525
Set40033	0.11695452565263531	0.06540340787715693	0.016936102975687817	0.041689314412653555	0.1786797749861948	0.9999999999999998	0.9762377148582544
Set40034	0.06139913885889092	0.027642897160833457	0.08641904855258764	0.049602444000867774	0.015753756582160494	0.9999999999999998	0.9924711352485954
Set40035	0.05078696692182971	0.02477650681774224	0.019974772672749386	0.09333547538025055	0.06768477847837084	0.9999999999999998	0.983121940505756
Set40036	0.028742305663844392	0.013155317995280358	0.020657660908536157	0.036921345696047436	0.05344294100844171	0.9999999999999998	0.984074427970657
Set40037	0.0748849020874971	0.057009976858113154	0.12072784637255318	0.023135507280594325	0.18539389317231436	0.9999999999999998	0.9764942715857738
Set40038	0.1031146317011723	0.028410553872952105	0.04291067091235379	0.0120443806374404	0.07697056646989897	0.9999999999999998	0.9864598492126023
Set40039	0.05215404244707422	0.03979833784901221	0.07470371642455942	0.026263436217708325	0.022353249776518425	0.9999999999999998	0.9718723572874665
Set40040	0.09476004019073403	0.033111110007889244	0.13304923180271078	0.05262255502941371	0.019339453183016442	0.9999999999999998	0.9767321480030988
Set40041	0.08578346801097425	0.06126854160851958	0.03515398011909887	0.0201078950444864	0.13048526141719285	0.9999999999999998	0.9825981351016558
Set40042	0.00839280468282444	0.015213797196792944	0.026953223202463628	0.04240770126966886	0.05466227237122123	0.9999999999999998	0.9923305346502962
Set40043	0.08317769442750034	0.13153379810370502	0.017399363775427057	0.025063951474159962	0.052050670179945024	0.9999999999999998	0.9689363928866164
Set40044	0.12441439943013755	0.17496429564261906	0.07977630710425809	0.012548746789025067	0.03552535807019608	0.9999999999999998	0.992666045422687
Set40045	0.016693291482281603	0.07832384075291199	0.031796091766592816	0.05038957707597658	0.06009447920897515	0.9999999999999998	0.9965978596776556
Set40046	0.020086495109075453	0.0767015010914679	0.04032471052302067	0.05514695360700694	0.10686947681745695	0.9999999999999998	0.9919645257770966
Set40047	0.03513450554944508	0.06138605408895126	0.07793144409345021	0.040395916217505046	0.018863742557628238	0.9999999999999998	0.9871395047214208
Set40048	0.09420058716498991	0.05523984238793578	0.1363563518773434	0.19762182931671823	0.016614216821374428	0.9999999999999998	0.9948074804541165
Set40049	0.06441818724212622	0.013755587751346776	0.028567411983872137	0.09893710317823579	0.03653480511736229	0.9999999999999998	0.967285179469806
